school,sex,age,Pstatus,studytime,failures,schoolsup,famsup,paid,higher,Dalc,Walc,health,absences,G1,G2,G3,Average,Result
GP,M,19,T,2,1,no,no,no,yes,2,2,4,3,65,55,55,58.333333,Pass
GP,F,19,T,2,1,no,yes,yes,yes,1,2,1,22,65,50,55,56.666667,Pass
GP,F,19,T,3,2,no,no,no,yes,1,1,3,14,75,65,65,68.333333,Pass
GP,F,18,T,2,0,no,yes,yes,yes,1,2,1,0,40,40,0,26.666667,Fail
GP,F,18,T,3,0,no,yes,yes,yes,1,1,5,9,45,50,45,46.666667,Fail
GP,F,17,T,3,0,no,yes,yes,yes,2,5,5,0,55,55,50,53.333333,Pass
GP,F,18,T,2,0,no,yes,yes,yes,3,3,5,2,55,55,55,55,Pass
GP,F,17,A,2,0,no,yes,yes,yes,1,2,5,23,65,65,65,65,Pass
GP,F,17,T,2,0,no,yes,no,yes,1,1,3,12,55,45,45,48.333333,Fail
GP,F,17,T,3,0,no,yes,yes,yes,2,2,3,3,55,55,55,55,Pass
GP,F,17,T,3,0,no,yes,no,yes,2,3,5,1,60,70,75,68.333333,Pass
GP,F,17,T,3,0,no,no,no,yes,2,3,2,0,80,75,75,76.666667,Pass
GP,M,18,T,3,0,no,no,no,yes,2,2,3,3,45,60,55,53.333333,Pass
GP,M,17,T,1,0,no,no,no,yes,3,5,5,3,70,75,80,75,Pass
GP,M,17,T,1,0,no,yes,no,yes,5,5,4,8,55,50,50,51.666667,Pass
GP,F,17,T,3,0,no,yes,yes,yes,1,3,4,7,50,45,45,46.666667,Fail
GP,F,17,T,3,0,no,yes,yes,yes,1,2,4,4,70,70,70,70,Pass
GP,M,18,T,4,0,no,yes,no,yes,2,4,5,2,45,40,40,41.666667,Fail
GP,F,17,T,3,0,no,yes,no,yes,1,1,5,7,60,70,70,66.666667,Pass
GP,F,18,T,2,0,no,no,no,yes,1,1,4,0,35,0,0,11.666667,Fail
GP,F,18,T,2,0,no,no,no,yes,1,1,2,0,40,40,0,26.666667,Fail
GP,F,18,T,4,0,no,no,no,yes,1,1,4,0,50,45,0,31.666667,Fail
GP,F,17,T,3,0,no,no,no,yes,1,3,5,16,80,75,75,76.666667,Pass
GP,F,19,A,3,1,no,no,yes,yes,1,2,5,12,70,65,65,66.666667,Pass
GP,F,17,T,2,0,no,yes,yes,yes,2,3,2,0,35,40,0,25,Fail
GP,F,18,T,4,0,no,yes,no,yes,1,1,1,7,80,75,85,80,Pass
GP,F,17,A,2,0,no,yes,yes,yes,2,3,2,4,45,50,50,48.333333,Fail
GP,F,19,T,3,1,no,no,yes,yes,1,3,3,4,55,60,55,56.666667,Pass
GP,M,18,T,2,1,no,yes,no,yes,2,2,2,0,50,50,0,33.333333,Fail
GP,M,18,T,2,0,no,no,no,yes,1,3,5,11,80,75,75,76.666667,Pass
GP,F,17,A,2,1,no,yes,no,yes,1,2,4,0,45,40,0,28.333333,Fail
GP,F,18,T,3,0,no,yes,no,yes,1,2,3,4,55,50,50,51.666667,Pass
GP,F,18,T,3,0,no,no,no,yes,2,3,1,7,65,65,70,66.666667,Pass
GP,M,18,T,3,0,no,no,no,yes,1,2,4,9,80,75,80,78.333333,Pass
GP,M,18,T,3,0,no,yes,yes,yes,2,3,5,0,50,50,45,48.333333,Fail
GP,F,17,T,3,0,no,yes,yes,yes,1,3,4,0,65,75,75,71.666667,Pass
MS,M,18,T,1,1,no,yes,no,yes,5,5,5,10,55,65,65,61.666667,Pass
MS,M,19,T,2,3,no,no,no,yes,3,3,2,8,40,35,40,38.333333,Fail
MS,M,17,T,2,0,no,yes,yes,yes,2,3,3,2,65,65,65,65,Pass
MS,M,18,T,1,1,no,no,no,no,2,3,3,7,40,35,40,38.333333,Fail
MS,M,19,T,1,1,no,yes,no,yes,3,3,5,4,40,40,40,40,Fail
MS,M,17,T,2,0,no,yes,yes,yes,1,3,2,4,65,55,55,58.333333,Pass
MS,F,18,T,2,0,no,yes,no,yes,1,1,5,0,50,45,45,46.666667,Fail
MS,F,17,T,2,0,no,yes,yes,yes,1,2,5,4,60,65,65,63.333333,Pass
MS,F,17,A,2,0,no,no,no,yes,1,2,5,2,60,60,55,58.333333,Pass
MS,M,18,T,1,0,no,no,no,yes,1,2,3,4,50,50,50,50,Fail
MS,F,18,T,3,0,no,no,no,yes,1,1,4,0,90,80,80,83.333333,Pass
MS,F,18,A,2,0,no,no,no,yes,1,4,5,0,65,65,65,65,Pass
MS,M,18,T,2,1,no,no,no,no,2,3,5,2,65,60,60,61.666667,Pass
MS,F,18,T,2,0,no,yes,no,yes,1,3,3,0,55,55,50,53.333333,Pass
MS,F,17,T,2,0,no,yes,yes,yes,1,1,1,0,80,75,75,76.666667,Pass
MS,F,17,T,2,0,no,no,no,yes,1,2,3,0,60,55,60,58.333333,Pass
MS,M,18,T,2,0,no,yes,yes,yes,2,4,3,4,50,50,50,50,Fail
MS,M,18,T,3,0,no,no,yes,yes,2,2,5,0,65,65,65,65,Pass
MS,F,17,T,1,1,no,yes,yes,yes,1,2,1,0,35,30,0,21.666667,Fail
MS,F,18,T,1,0,no,yes,yes,yes,1,2,4,0,55,50,50,51.666667,Pass
MS,F,18,T,2,0,no,yes,yes,yes,4,2,5,10,70,60,55,61.666667,Pass
MS,F,19,T,2,2,no,no,no,yes,1,1,3,4,35,35,45,38.333333,Fail
MS,M,18,T,1,0,no,yes,yes,no,2,3,3,3,70,60,60,63.333333,Pass
MS,F,17,T,3,0,no,no,no,yes,1,1,3,8,65,55,55,58.333333,Pass
MS,F,17,T,1,0,no,no,no,yes,1,3,1,14,30,25,25,26.666667,Fail
MS,F,18,T,3,0,no,no,no,yes,1,1,1,0,95,90,95,93.333333,Pass
MS,F,18,T,3,0,no,no,no,yes,1,2,4,2,40,40,50,43.333333,Fail
MS,F,20,T,3,2,no,yes,yes,yes,1,1,3,4,75,70,75,73.333333,Pass
MS,F,18,T,2,0,no,no,yes,yes,3,4,2,4,40,45,50,45,Fail
MS,F,18,T,2,0,no,no,yes,yes,1,2,1,0,75,75,75,75,Pass
MS,F,17,T,2,0,no,yes,yes,yes,2,3,1,17,50,50,50,50,Fail
MS,M,18,T,2,0,no,no,yes,yes,1,4,2,4,75,70,70,71.666667,Pass
MS,M,18,T,1,0,no,no,no,yes,1,3,5,5,35,30,35,33.333333,Fail
MS,M,17,T,2,0,no,no,no,yes,1,1,3,2,55,55,50,53.333333,Pass
MS,M,19,T,1,1,no,no,no,yes,1,3,5,0,30,25,0,18.333333,Fail
MS,M,18,T,1,1,no,no,yes,yes,4,3,3,14,30,25,25,26.666667,Fail
MS,F,18,T,3,0,no,no,yes,yes,1,3,4,2,50,45,50,48.333333,Fail
MS,F,18,T,1,0,no,yes,yes,yes,2,2,5,7,30,25,30,28.333333,Fail
MS,F,19,T,3,1,no,no,no,yes,1,2,5,0,35,25,0,20,Fail
MS,F,18,T,2,0,no,yes,yes,yes,1,1,1,0,35,45,40,40,Fail
MS,F,18,T,2,1,no,no,no,yes,1,1,5,0,30,25,0,18.333333,Fail
MS,M,20,A,2,2,no,yes,yes,yes,4,5,4,11,45,45,45,45,Fail
MS,M,17,T,1,0,no,no,no,yes,3,4,2,3,70,80,80,76.666667,Pass
MS,M,21,T,1,3,no,no,no,yes,3,3,3,3,50,40,35,41.666667,Fail
MS,M,18,T,1,0,no,no,no,yes,3,4,5,0,55,60,50,55,Pass
MS,M,19,T,1,0,no,no,no,yes,3,3,5,5,40,45,45,43.333333,Fail
GP,F,18,A,2,0,yes,no,no,yes,1,1,3,4,0,55,55,36.666667,Fail
GP,F,17,T,2,0,no,yes,no,yes,1,1,3,2,45,55,55,51.666667,Pass
GP,F,15,T,2,0,yes,no,no,yes,2,3,3,6,60,65,60,61.666667,Pass
GP,F,15,T,3,0,no,yes,no,yes,1,1,5,0,70,70,70,70,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,2,5,0,55,65,65,61.666667,Pass
GP,M,16,T,2,0,no,yes,no,yes,1,2,5,6,60,60,65,61.666667,Pass
GP,M,16,T,2,0,no,no,no,yes,1,1,3,0,65,60,65,63.333333,Pass
GP,F,17,A,2,0,yes,yes,no,yes,1,1,1,2,50,65,65,60,Pass
GP,M,15,A,2,0,no,yes,no,yes,1,1,1,0,75,80,85,80,Pass
GP,M,15,T,2,0,no,yes,no,yes,1,1,5,0,60,60,65,61.666667,Pass
GP,F,15,T,2,0,no,yes,no,yes,1,2,2,2,70,70,70,70,Pass
GP,F,15,T,3,0,no,yes,no,yes,1,1,4,0,50,60,65,58.333333,Pass
GP,M,15,T,1,0,no,yes,no,yes,1,3,5,0,60,65,60,61.666667,Pass
GP,M,15,T,2,0,no,yes,no,yes,1,2,3,0,60,60,65,61.666667,Pass
GP,M,15,A,3,0,no,yes,no,yes,1,1,3,0,70,70,75,71.666667,Pass
GP,F,16,T,1,0,no,yes,no,yes,1,2,2,6,85,85,85,85,Pass
GP,F,16,T,3,0,no,yes,no,yes,1,2,2,10,65,65,70,66.666667,Pass
GP,F,16,T,2,0,yes,yes,no,yes,1,1,4,2,65,70,70,68.333333,Pass
GP,M,17,T,1,3,no,yes,yes,yes,2,4,5,2,40,40,35,38.333333,Fail
GP,M,16,T,1,0,no,no,no,yes,1,3,5,6,60,60,60,60,Pass
GP,M,15,T,2,0,no,no,no,yes,1,1,1,0,60,65,70,65,Pass
GP,M,15,T,1,0,no,yes,yes,yes,1,1,5,0,55,60,60,58.333333,Pass
GP,M,16,T,2,0,no,no,no,yes,1,3,5,0,60,65,70,65,Pass
GP,M,16,T,2,0,no,yes,no,yes,2,4,5,2,50,50,50,50,Fail
GP,F,15,T,3,0,yes,yes,no,yes,1,1,5,2,50,55,50,51.666667,Pass
GP,F,16,T,1,0,no,yes,no,yes,1,3,5,6,50,55,60,55,Pass
GP,M,15,T,1,0,no,yes,no,yes,1,2,5,8,55,60,60,58.333333,Pass
GP,M,15,T,1,0,no,no,no,yes,2,4,1,0,55,55,55,55,Pass
GP,M,16,A,2,0,yes,yes,yes,yes,1,1,5,2,60,60,65,61.666667,Pass
GP,M,16,T,2,0,no,yes,yes,yes,5,5,5,4,60,55,60,58.333333,Pass
GP,M,15,T,2,0,no,yes,yes,yes,3,4,5,0,50,55,55,53.333333,Pass
GP,M,15,T,2,0,no,yes,no,yes,1,1,5,2,75,75,75,75,Pass
GP,M,15,T,2,0,no,yes,no,yes,1,1,5,0,65,70,75,70,Pass
GP,M,15,T,2,0,no,no,no,yes,1,1,2,0,65,60,60,61.666667,Pass
GP,M,16,T,1,0,no,yes,no,yes,1,1,5,4,60,60,60,60,Pass
GP,F,15,T,1,0,no,yes,no,yes,1,1,5,4,55,55,55,55,Pass
GP,M,15,T,3,0,no,yes,no,yes,1,1,4,0,70,70,70,70,Pass
GP,M,16,A,3,0,no,yes,no,yes,1,1,5,4,65,65,65,65,Pass
GP,F,15,T,3,0,yes,yes,no,yes,1,1,5,2,55,60,60,58.333333,Pass
GP,F,15,T,1,0,yes,yes,no,yes,1,1,2,8,70,65,60,65,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,2,3,16,55,55,50,53.333333,Pass
GP,M,15,T,1,0,no,yes,no,yes,2,4,5,8,50,55,55,53.333333,Pass
GP,M,15,T,2,0,no,yes,no,yes,1,1,5,0,70,75,75,73.333333,Pass
GP,M,15,T,1,0,yes,yes,no,yes,1,1,1,0,45,50,50,48.333333,Fail
GP,F,16,T,2,1,yes,no,no,yes,2,2,5,14,50,55,55,53.333333,Pass
GP,F,15,A,2,0,yes,yes,yes,yes,1,1,5,4,50,55,55,53.333333,Pass
GP,F,16,A,2,0,no,yes,no,yes,1,4,3,6,65,60,65,63.333333,Pass
GP,M,16,T,4,0,no,no,no,yes,1,1,2,2,85,85,85,85,Pass
GP,M,15,T,2,0,no,yes,no,yes,2,2,5,4,55,60,65,60,Pass
GP,F,15,T,2,0,yes,yes,no,yes,1,1,3,2,65,60,60,61.666667,Pass
GP,F,16,T,2,0,no,yes,no,yes,2,3,4,0,70,65,65,66.666667,Pass
GP,F,15,T,2,0,no,yes,no,yes,1,1,5,0,80,70,80,76.666667,Pass
GP,M,15,A,1,0,no,no,no,yes,3,4,5,4,50,45,45,46.666667,Fail
GP,F,15,T,1,0,yes,yes,no,yes,2,3,5,0,65,60,60,61.666667,Pass
GP,F,15,A,1,0,no,no,no,yes,4,4,1,0,65,60,65,63.333333,Pass
GP,F,16,A,2,0,no,no,no,yes,1,1,2,2,60,65,60,61.666667,Pass
GP,F,15,A,2,0,no,yes,no,yes,1,1,1,0,75,70,75,73.333333,Pass
GP,M,15,T,2,0,no,yes,no,yes,1,1,5,8,75,75,80,76.666667,Pass
GP,M,15,T,2,0,yes,yes,no,yes,1,1,5,0,70,65,70,68.333333,Pass
GP,F,16,T,2,0,no,yes,yes,yes,1,1,5,2,80,75,80,78.333333,Pass
GP,F,16,T,2,0,no,yes,no,yes,2,3,4,0,85,80,80,81.666667,Pass
GP,F,16,T,1,0,yes,yes,no,yes,5,5,5,0,50,50,80,60,Pass
GP,F,16,T,2,0,yes,no,no,yes,1,1,1,0,65,65,50,60,Pass
GP,F,16,T,3,0,yes,yes,no,yes,2,4,4,0,70,65,65,66.666667,Pass
GP,F,15,T,2,0,yes,no,no,yes,2,4,2,0,65,60,60,61.666667,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,2,1,2,80,75,80,78.333333,Pass
GP,M,15,A,4,0,no,yes,no,yes,5,5,3,0,55,60,60,58.333333,Pass
GP,F,16,T,4,0,yes,yes,no,yes,1,2,5,0,50,45,50,48.333333,Fail
GP,F,15,T,2,0,yes,yes,no,yes,1,3,4,0,55,50,55,53.333333,Pass
GP,F,15,T,4,0,no,yes,no,yes,2,3,3,6,75,75,75,75,Pass
GP,M,16,T,4,0,no,yes,no,yes,1,1,5,2,65,55,55,58.333333,Pass
GP,M,15,T,4,0,no,no,no,yes,1,1,3,0,55,45,50,50,Fail
GP,F,15,T,2,0,yes,yes,no,yes,2,4,5,2,65,55,55,58.333333,Pass
GP,M,16,T,1,0,no,no,no,yes,2,2,5,0,65,65,70,66.666667,Pass
GP,F,16,T,2,0,yes,yes,no,yes,2,4,5,4,55,55,55,55,Pass
GP,M,15,T,2,0,no,yes,no,yes,2,3,5,0,55,55,55,55,Pass
GP,M,15,T,4,0,no,no,no,yes,1,1,1,0,60,55,55,56.666667,Pass
GP,F,16,T,4,0,no,no,no,yes,1,3,3,1,65,65,65,65,Pass
GP,M,17,T,1,3,yes,yes,no,no,1,1,3,0,45,45,50,46.666667,Fail
GP,F,16,T,2,0,no,yes,no,yes,1,2,3,14,60,55,55,56.666667,Pass
GP,M,15,T,1,0,yes,yes,no,yes,1,3,3,0,55,55,60,56.666667,Pass
GP,M,15,T,3,0,yes,no,no,yes,1,2,5,2,50,45,45,46.666667,Fail
GP,F,15,T,2,0,no,yes,no,yes,1,1,5,4,60,55,55,56.666667,Pass
GP,M,15,T,2,0,no,no,yes,yes,1,3,4,2,65,60,65,63.333333,Pass
GP,F,15,T,2,0,no,yes,no,yes,2,3,4,2,65,60,60,61.666667,Pass
GP,F,15,T,2,0,no,no,no,yes,2,3,5,4,60,55,60,58.333333,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,2,2,6,65,55,55,58.333333,Pass
GP,F,15,T,3,0,no,yes,no,yes,1,3,1,4,75,75,75,75,Pass
GP,M,16,T,2,0,no,no,no,yes,1,1,3,6,60,50,55,55,Pass
GP,M,16,A,2,0,no,yes,no,yes,3,5,5,6,45,45,50,46.666667,Fail
GP,F,16,T,3,0,no,yes,no,yes,1,3,4,2,45,55,55,51.666667,Pass
GP,F,15,T,1,0,no,no,no,yes,1,3,1,6,70,65,65,66.666667,Pass
GP,F,16,T,2,0,yes,yes,no,yes,2,3,2,0,60,65,60,61.666667,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,1,1,2,65,70,70,68.333333,Pass
GP,M,15,T,4,0,no,yes,no,yes,1,1,4,2,55,60,60,58.333333,Pass
GP,F,15,T,4,0,yes,yes,yes,yes,1,1,1,4,65,65,65,65,Pass
GP,M,16,T,1,0,yes,yes,yes,yes,1,1,4,6,45,55,55,51.666667,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,1,5,0,65,60,60,61.666667,Pass
GP,F,16,T,1,0,no,no,no,yes,1,2,1,4,60,65,65,63.333333,Pass
GP,F,16,T,3,0,yes,yes,no,yes,1,1,3,2,60,65,65,63.333333,Pass
GP,M,16,T,1,0,yes,yes,no,yes,5,5,4,12,45,45,40,43.333333,Fail
GP,M,16,T,3,0,no,yes,no,yes,1,1,4,0,80,80,80,80,Pass
GP,M,15,T,1,0,no,yes,yes,yes,1,1,5,2,60,65,60,61.666667,Pass
GP,F,15,T,2,0,yes,yes,no,yes,1,1,2,16,55,50,50,51.666667,Pass
GP,M,15,A,2,0,no,yes,no,yes,1,1,1,0,80,80,80,80,Pass
GP,F,15,A,4,0,yes,no,no,yes,1,1,4,10,50,50,50,50,Fail
GP,F,15,T,4,0,yes,yes,no,yes,1,1,3,4,50,50,50,50,Fail
GP,M,16,T,3,0,no,yes,no,yes,1,1,5,4,65,70,70,68.333333,Pass
GP,M,15,T,4,0,no,yes,no,yes,3,5,1,8,60,50,55,55,Pass
GP,F,16,T,3,0,no,yes,no,yes,1,1,4,2,75,75,70,73.333333,Pass
GP,M,15,A,1,0,no,no,no,yes,1,1,4,4,65,70,70,68.333333,Pass
GP,F,16,T,3,0,yes,yes,no,yes,1,1,2,4,55,55,55,55,Pass
GP,F,16,T,2,1,yes,no,no,yes,1,1,5,12,40,50,50,46.666667,Fail
GP,M,15,T,1,0,no,no,no,yes,1,1,3,10,90,85,90,88.333333,Pass
GP,M,15,T,2,0,no,no,no,yes,1,1,5,4,50,45,50,48.333333,Fail
GP,M,16,T,2,0,no,yes,no,yes,1,2,5,6,80,70,70,73.333333,Pass
GP,M,15,T,2,0,no,yes,no,yes,1,1,2,4,80,75,80,78.333333,Pass
GP,M,16,T,1,0,no,no,no,yes,1,1,5,6,70,70,75,71.666667,Pass
GP,M,17,T,2,1,no,yes,no,yes,1,4,5,14,60,55,55,56.666667,Pass
GP,M,15,T,1,0,no,no,no,yes,1,2,4,2,70,65,70,68.333333,Pass
GP,F,15,T,2,0,no,no,no,yes,1,2,1,0,70,70,70,70,Pass
GP,M,15,T,4,0,no,yes,no,yes,1,2,5,6,70,65,65,66.666667,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,2,5,2,70,60,65,65,Pass
GP,M,16,T,1,0,no,yes,no,yes,1,4,5,4,60,65,65,63.333333,Pass
GP,F,16,T,2,0,no,no,no,yes,1,1,5,0,60,55,55,56.666667,Pass
GP,M,15,T,1,0,yes,no,no,yes,3,2,5,2,45,45,45,45,Fail
GP,F,15,A,2,0,yes,no,no,yes,1,1,1,0,50,55,55,53.333333,Pass
GP,F,19,T,2,2,no,yes,no,no,1,1,5,0,45,50,55,50,Fail
GP,M,16,T,1,0,no,no,no,yes,2,5,4,8,70,70,75,71.666667,Pass
GP,M,16,T,3,0,no,yes,no,yes,2,2,1,4,65,60,65,63.333333,Pass
GP,F,15,T,3,0,no,yes,no,yes,2,2,5,0,50,55,60,55,Pass
GP,F,18,T,2,3,no,yes,no,no,1,3,5,10,50,45,40,45,Fail
GP,F,17,A,1,0,no,yes,no,yes,1,2,5,8,55,50,55,53.333333,Pass
GP,F,15,T,1,0,no,yes,no,yes,1,2,4,6,55,60,65,60,Pass
GP,F,17,T,1,0,no,yes,no,yes,1,3,5,2,65,60,60,61.666667,Pass
GP,F,16,A,1,0,no,no,no,yes,1,4,5,12,75,65,70,70,Pass
GP,M,16,T,1,0,no,no,no,yes,1,1,2,4,45,45,55,48.333333,Fail
GP,F,16,A,1,1,no,no,no,yes,1,1,5,12,65,55,55,58.333333,Pass
GP,M,15,T,2,0,no,yes,no,yes,1,1,5,2,60,55,55,56.666667,Pass
GP,F,15,T,3,0,no,yes,no,yes,1,1,5,4,65,70,75,70,Pass
GP,M,17,T,2,0,no,no,no,yes,2,4,5,2,50,45,50,48.333333,Fail
GP,F,16,T,2,0,no,yes,no,yes,1,1,3,0,70,65,65,66.666667,Pass
GP,M,18,T,1,0,no,no,no,yes,4,5,4,2,55,55,60,56.666667,Pass
GP,F,18,A,3,0,no,yes,no,yes,5,1,5,10,60,55,55,56.666667,Pass
GP,F,16,T,1,0,no,yes,no,yes,1,2,1,8,60,55,55,56.666667,Pass
GP,F,16,A,1,0,no,yes,no,yes,1,1,5,4,45,45,50,46.666667,Fail
GP,M,16,T,2,2,no,no,no,yes,1,3,5,0,50,50,50,50,Fail
GP,F,15,T,1,0,no,no,no,yes,1,1,5,6,65,70,70,68.333333,Pass
GP,F,15,T,1,1,no,no,no,yes,1,1,1,2,40,45,45,43.333333,Fail
GP,M,15,T,4,0,yes,yes,no,yes,1,1,3,6,45,55,55,51.666667,Pass
GP,F,15,A,2,0,no,no,no,yes,2,3,1,24,45,40,45,43.333333,Fail
GP,M,16,T,3,0,no,yes,no,yes,1,3,5,0,75,65,65,68.333333,Pass
GP,M,16,T,1,0,no,yes,no,yes,2,2,2,4,60,55,55,56.666667,Pass
GP,F,15,T,3,0,no,yes,no,yes,1,1,5,2,65,65,65,65,Pass
GP,F,16,T,1,0,no,no,no,yes,3,3,1,4,50,55,55,53.333333,Pass
GP,M,17,T,1,0,no,yes,no,yes,1,2,5,22,45,35,30,36.666667,Fail
GP,F,15,T,2,0,no,yes,no,yes,1,2,5,0,60,60,60,60,Pass
GP,F,15,A,1,0,no,yes,no,no,1,1,5,0,55,50,50,51.666667,Pass
GP,F,15,T,2,1,no,yes,no,yes,1,1,3,2,55,55,55,55,Pass
GP,F,15,T,2,0,no,yes,no,yes,1,1,5,6,65,60,65,63.333333,Pass
GP,F,15,T,2,0,no,no,no,yes,2,4,1,6,55,55,55,55,Pass
GP,M,16,T,1,0,no,yes,no,no,2,1,5,16,45,45,40,43.333333,Fail
GP,M,15,A,1,0,no,no,no,yes,2,5,5,0,60,55,55,56.666667,Pass
GP,M,18,T,1,2,no,no,no,no,2,5,4,0,55,45,0,33.333333,Fail
GP,M,16,T,1,1,no,no,no,yes,3,5,5,6,45,50,50,48.333333,Fail
GP,F,15,T,3,0,no,yes,yes,yes,2,3,3,2,65,65,65,65,Pass
GP,M,19,T,1,0,no,yes,no,no,1,1,4,6,55,45,55,51.666667,Pass
GP,F,17,T,1,0,yes,yes,no,yes,1,1,4,0,65,65,65,65,Pass
GP,M,15,T,2,0,yes,no,yes,yes,1,1,1,0,35,40,40,38.333333,Fail
GP,M,17,T,1,3,no,no,no,yes,3,3,5,14,45,40,50,45,Fail
GP,F,18,T,1,3,no,yes,no,yes,1,5,4,6,55,50,55,53.333333,Pass
GP,M,16,T,1,0,no,no,no,yes,1,2,3,4,60,50,55,55,Pass
GP,M,16,T,2,1,no,yes,no,yes,4,4,5,0,50,50,5,35,Fail
GP,M,16,T,1,2,no,no,no,yes,3,5,5,0,45,40,50,45,Fail
GP,M,17,T,1,1,no,no,yes,no,2,2,5,8,40,40,45,41.666667,Fail
GP,M,17,T,2,2,yes,yes,no,yes,1,4,3,4,35,30,40,35,Fail
GP,M,15,T,1,0,no,no,no,yes,2,4,5,2,40,45,50,45,Fail
GP,M,16,T,1,1,no,no,no,no,1,4,2,2,45,40,40,41.666667,Fail
GP,M,17,T,2,0,no,no,no,no,1,5,5,0,40,40,40,40,Fail
GP,M,17,T,1,3,no,yes,no,no,1,1,2,10,40,35,40,38.333333,Fail
GP,M,16,T,2,0,no,no,no,no,2,4,4,0,45,50,55,50,Fail
GP,F,16,T,2,0,no,no,no,yes,1,1,3,0,85,85,90,86.666667,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,1,4,0,60,60,65,61.666667,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,1,3,0,80,80,85,81.666667,Pass
GP,M,16,T,1,1,no,yes,no,yes,2,4,2,4,45,45,50,46.666667,Fail
GP,M,16,T,2,0,no,yes,no,yes,1,1,3,0,80,85,90,85,Pass
GP,M,17,T,2,0,no,yes,no,yes,1,3,5,0,55,45,50,50,Fail
GP,F,16,T,2,0,no,no,no,yes,1,1,3,0,70,65,65,66.666667,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,1,4,0,70,70,75,71.666667,Pass
GP,M,17,T,2,0,no,no,no,yes,4,4,4,0,50,55,55,53.333333,Pass
GP,F,16,T,2,0,no,no,no,yes,1,4,5,0,65,60,70,65,Pass
GP,M,17,T,2,0,no,no,no,yes,1,4,4,4,55,45,50,50,Fail
GP,M,16,T,1,0,no,yes,no,yes,3,4,3,8,50,45,55,50,Fail
GP,M,17,T,2,0,no,yes,yes,yes,1,1,2,4,55,55,65,58.333333,Pass
GP,M,16,T,2,0,no,yes,yes,yes,2,3,3,4,55,50,55,53.333333,Pass
GP,M,16,T,2,0,no,no,no,yes,1,2,3,0,55,60,65,60,Pass
GP,F,17,T,2,0,no,yes,no,yes,2,3,5,0,85,90,85,86.666667,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,2,1,8,70,75,80,75,Pass
GP,M,17,T,2,0,no,yes,no,yes,2,3,4,6,55,65,70,63.333333,Pass
GP,M,16,T,1,0,no,yes,no,yes,1,2,3,0,50,45,55,50,Fail
GP,M,16,T,2,0,no,no,no,yes,1,2,5,0,65,70,80,71.666667,Pass
GP,F,17,A,2,0,no,yes,no,yes,1,3,3,10,60,65,70,65,Pass
GP,M,17,T,2,0,no,no,no,yes,1,5,3,6,45,45,50,46.666667,Fail
GP,F,16,T,2,0,no,no,no,yes,1,1,2,6,60,60,65,61.666667,Pass
GP,F,17,T,2,0,no,no,no,yes,1,1,3,0,60,55,60,58.333333,Pass
GP,M,17,T,2,0,no,no,no,yes,4,5,5,16,50,55,60,55,Pass
GP,M,16,T,1,0,no,yes,no,yes,3,4,5,0,55,50,50,51.666667,Pass
GP,M,16,T,1,0,no,no,no,yes,1,1,3,0,65,60,60,61.666667,Pass
GP,F,17,T,2,0,no,no,no,yes,1,1,5,8,70,75,80,75,Pass
GP,M,17,T,1,0,no,no,no,yes,1,2,5,4,65,65,70,66.666667,Pass
GP,M,16,T,1,0,no,yes,no,yes,3,5,3,16,50,55,60,55,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,2,3,0,55,50,55,53.333333,Pass
GP,F,16,T,2,0,no,yes,no,yes,1,5,2,2,70,70,75,71.666667,Pass
GP,F,16,T,2,0,yes,yes,no,yes,1,3,4,4,55,60,60,58.333333,Pass
GP,F,17,T,2,0,no,yes,no,yes,1,3,1,0,70,75,75,73.333333,Pass
GP,F,17,T,1,0,no,yes,no,yes,1,2,3,21,65,65,65,65,Pass
GP,F,16,T,4,0,no,yes,no,yes,1,1,5,6,65,65,65,65,Pass
GP,F,17,T,3,1,no,yes,yes,yes,3,4,5,14,40,45,40,41.666667,Fail
GP,F,16,A,2,0,no,yes,no,yes,2,2,4,2,55,55,60,56.666667,Pass
GP,F,16,T,2,0,no,no,no,yes,1,1,1,4,70,75,75,73.333333,Pass
GP,F,16,T,1,0,no,yes,no,yes,1,4,5,2,60,65,65,63.333333,Pass
GP,F,17,T,3,0,no,yes,no,yes,1,1,4,0,55,60,60,58.333333,Pass
GP,F,19,T,4,0,no,yes,no,yes,1,2,3,4,60,60,60,60,Pass
GP,M,17,T,2,0,no,yes,no,yes,4,5,3,15,65,60,60,61.666667,Pass
GP,F,16,A,2,0,yes,yes,no,yes,1,1,4,0,65,65,65,65,Pass
GP,M,18,T,2,0,no,yes,no,yes,2,4,5,10,60,55,55,56.666667,Pass
GP,F,17,T,1,0,no,yes,no,yes,1,2,3,6,60,55,55,56.666667,Pass
GP,F,17,T,2,0,no,no,no,yes,1,3,1,2,70,80,75,75,Pass
